"ChEMBL ID"	"Name"	"Synonyms"	"Type"	"Max Phase"	"Molecular Weight"	"Targets"	"Bioactivities"	"AlogP"	"PSA"	"HBA"	"HBD"	"#RO5 Violations"	"#Rotatable Bonds"	"Passes Ro3"	"QED Weighted"	"ACD ApKa"	"ACD BpKa"	"ACD LogP"	"ACD LogD"	"Aromatic Rings"	"Structure Type"	"Inorganic Flag"	"Heavy Atoms"	"HBA Lipinski"	"HBD Lipinski"	"#RO5 Violations (Lipinski)"	"Molecular Weight (Monoisotopic)"	"Molecular Species"	"Molecular Formula"	"Smiles"
"CHEMBL512351"	"BETRIXABAN"	"BETRIXABAN|BEVYXXA|Betrixaban|PRT054021"	"Small molecule"	"4"	"451.91"	"14"	"48"	"4.14"	"107.41"	"5"	"3"	"0"	"6"	"N"	"0.39"	"11"	"1.19"	"3.91"	"1.92"	"3"	"MOL"	"0"	"32"	"8"	"3"	"0"	"451.1411"	"NEUTRAL"	"C23H22ClN5O3"	"COc1ccc(NC(=O)c2ccc(cc2)C(=N)N(C)C)c(c1)C(=O)Nc3ccc(Cl)cn3"
"CHEMBL967"	"TEMAZEPAM"	"KENTEPAM|NORMISON|RESTORIL|TEMAZ|TEMAZEPAM|WY-3917"	"Small molecule"	"4"	"300.75"	"17"	"76"	"2.47"	"52.9"	"3"	"1"	"0"	"1"	"N"	"0.88"	"11.66"	"1.58"	"2.19"	"2.19"	"2"	"MOL"	"0"	"21"	"4"	"1"	"0"	"300.0666"	"NEUTRAL"	"C16H13ClN2O2"	"CN1C(=O)C(O)N=C(c2ccccc2)c3cc(Cl)ccc13"
"CHEMBL1200490"	"CETRORELIX"	"CETRORELIX|CETROTIDE"	"Protein"	"4"	"1431.06"	"5"	"14"	""	""	""	""	""	""	""	""	""	""	""	""	""	"BOTH"	"0"	""	""	""	""	"1429.6698"	""	"C70H92ClN17O14"	"CC(C)C[C@H](NC(=O)[C@@H](CCCNC(=O)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc2cccnc2)NC(=O)[C@@H](Cc3ccc(Cl)cc3)NC(=O)[C@@H](Cc4ccc5ccccc5c4)NC(=O)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N6CCC[C@H]6C(=O)N[C@H](C)C(=O)N"
"CHEMBL3181832"	"METHICILLIN SODIUM"	"BRL-1241|CELBENIN|METHICILLIN|METHICILLIN SODIUM|METICILLIN SODIUM|SQ 16,123|STAPHCILLIN|X-1497"	"Small molecule"	"4"	"420.42"	"1"	"4"	"0.95"	"105.17"	"6"	"2"	"0"	"5"	"N"	"0.73"	"2.44"	""	"1.02"	"-2.71"	"1"	"MOL"	"0"	"26"	"8"	"2"	"0"	"380.1042"	"ACID"	"C17H21N2NaO7S"	"O.[Na+].COc1cccc(OC)c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)[O-]"
"CHEMBL442"	"ERGOTAMINE"	"ERGOTAMINE|Ergotamine|Ergotamine Tartrate"	"Small molecule"	"4"	"581.67"	"120"	"339"	"1.99"	"118.21"	"6"	"3"	"1"	"4"	"N"	"0.43"	"9.62"	"6.94"	"7.37"	"7.24"	"3"	"MOL"	"0"	"43"	"10"	"3"	"1"	"581.2638"	"NEUTRAL"	"C33H35N5O5"	"CN1C[C@@H](C=C2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O"
"CHEMBL1551724"	"ACADESINE"	"ACADESINE|GP-1-110"	"Small molecule"	"3"	"258.23"	"15"	"43"	"-2.82"	"156.85"	"8"	"5"	"0"	"3"	"N"	"0.39"	"13.27"	"3.71"	"-2.29"	"-2.29"	"1"	"MOL"	"0"	"18"	"9"	"7"	"1"	"258.0964"	"NEUTRAL"	"C9H14N4O5"	"NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N"
"CHEMBL1467"	"ALLOPURINOL"	"ALLOPURINOL|ALORAL|ALULINE 100|ALULINE 300|BW 56-158|BW-56-158|CAPLENAL|COSURIC|HAMARIN 100|HAMARIN 300|LEDOPUR|LOPURIN|URICTO|XANTHOMAX-100|XANTHOMAX-300|ZYLOPRIM|ZYLORIC|ZYLORIC-300"	"Small molecule"	"4"	"136.11"	"172"	"2587"	"-0.4"	"74.43"	"3"	"2"	"0"	"0"	"N"	"0.52"	""	"4.55"	"-2.1"	"-2.1"	"0"	"MOL"	"0"	"10"	"5"	"2"	"0"	"136.0385"	"NEUTRAL"	"C5H4N4O"	"O=C1N=CN=C2NNC=C12"
"CHEMBL2103840"	"DINACICLIB"	"DINACICLIB|MK-7965|SCH-727965"	"Small molecule"	"3"	"396.5"	"322"	"352"	"2.28"	"92.63"	"7"	"2"	"0"	"7"	"N"	"0.47"	""	"6.71"	"0.55"	"0.36"	"3"	"MOL"	"0"	"29"	"8"	"2"	"0"	"396.2274"	"NEUTRAL"	"C21H28N6O2"	"CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(nc12)N4CCCC[C@H]4CCO"
"CHEMBL1330792"	"ACETARSONE"	"ACETARSOL|ACETARSONE|GYNOPLIX|S.V.C.|Stovarsol"	"Small molecule"	"4"	"275.09"	"77"	"109"	""	""	""	""	""	""	""	""	""	""	""	""	""	"MOL"	"0"	""	""	""	""	"274.9775"	""	"C8H10AsNO5"	"CC(=O)Nc1cc(ccc1O)[As](=O)(O)O"
"CHEMBL464982"	"GAMOLENIC ACID"	"EFAMAST 40|EFAMAST 80|EPOC|EPOGAM|EPOGAM 40|EPOGAM 80|EPOGAM PAED|GAM-O|GAMMOLIN|GAMOLENIC ACID|GAMOPHASE|KENTOGAM|LIN-GAM|UNIGAM"	"Small molecule"	"4"	"278.44"	"33"	"52"	"5.66"	"37.3"	"1"	"1"	"1"	"13"	"N"	"0.35"	"4.74"	""	"6.58"	"3.96"	"0"	"MOL"	"0"	"20"	"2"	"1"	"1"	"278.2246"	"ACID"	"C18H30O2"	"CCCCC\C=C/C\C=C/C\C=C/CCCCC(=O)O"
"CHEMBL1095097"	"EPLERENONE"	"EPLERENONE|INSPRA|SC-66110|SC-6611O"	"Small molecule"	"4"	"414.5"	"19"	"93"	"3.12"	"82.2"	"6"	"0"	"0"	"1"	"N"	"0.48"	""	""	"0.32"	"0.32"	"0"	"MOL"	"0"	"30"	"6"	"0"	"0"	"414.2042"	""	"C24H30O6"	"COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]34O[C@@H]3C[C@@]5(C)[C@@H](CC[C@@]56CCC(=O)O6)[C@H]14"
"CHEMBL2355839"	"ISOMETHEPTENE MUCATE"	"ISOMETHEPTENE MUCATE|MIDRID"	"Small molecule"	"4"	"492.65"	"1"	"1"	"2.34"	"12.03"	"1"	"1"	"0"	"4"	"N"	"0.59"	""	"10.78"	"2.74"	"-0.18"	"0"	"MOL"	"0"	"10"	"1"	"1"	"0"	"141.1517"	"BASE"	"C24H48N2O8"	"CNC(C)CCC=C(C)C.CNC(C)CCC=C(C)C.O[C@H]([C@H](O)[C@@H](O)C(=O)O)[C@H](O)C(=O)O"
"CHEMBL2105945"	"ACENEURAMIC ACID"	"ACENEURAMIC ACID|UX001"	"Small molecule"	"3"	"309.27"	"1"	"1"	"-4.03"	"184.62"	"8"	"7"	"1"	"9"	"N"	"0.21"	"2.41"	""	"-3.71"	"-7.43"	"0"	"MOL"	"0"	"21"	"10"	"7"	"1"	"309.106"	"ACID"	"C11H19NO9"	"CC(=O)N[C@H]([C@@H](O)CC(=O)C(=O)O)[C@@H](O)[C@H](O)[C@H](O)CO"
"CHEMBL1200948"	"TRIMIPRAMINE MALEATE"	"SURMONTIL|TRIMIPRAMINE MALEATE"	"Small molecule"	"4"	"410.51"	"23"	"69"	"4.12"	"6.48"	"2"	"0"	"0"	"4"	"N"	"0.84"	""	"9.38"	"4.71"	"2.77"	"2"	"MOL"	"0"	"22"	"2"	"0"	"0"	"294.2096"	"BASE"	"C24H30N2O4"	"CC(CN(C)C)CN1c2ccccc2CCc3ccccc13.OC(=O)\C=C/C(=O)O"
"CHEMBL333826"	"DEQUALINIUM"	"DEQUALINIUM|Dequalinium"	"Small molecule"	"4"	"456.68"	"54"	"129"	"6.17"	"59.8"	"2"	"2"	"1"	"11"	"N"	"0.21"	""	""	"-1.87"	"-1.87"	"4"	"MOL"	"0"	"34"	"4"	"4"	"1"	"456.3242"	"NEUTRAL"	"C30H40N4+2"	"Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]3c(C)cc(N)c4ccccc34"
"CHEMBL1201187"	"MARAVIROC"	"CELSENTRI|MARAVIROC|Maraviroc|Rel-Maraviroc|SELZENTRY|UK-427857"	"Small molecule"	"4"	"513.68"	"33"	"150"	"5.95"	"63.05"	"5"	"1"	"2"	"8"	"N"	"0.47"	""	"10.24"	"5.3"	"2.78"	"2"	"MOL"	"0"	"37"	"6"	"1"	"2"	"513.3279"	"BASE"	"C29H41F2N5O"	"CC(C)c1nnc(C)n1[C@@H]2C[C@H]3CC[C@@H](C2)N3CC[C@H](NC(=O)C4CCC(F)(F)CC4)c5ccccc5"
"CHEMBL1760"	"TERBUTALINE"	"Brethaire|Brethine|Bricanyl|TERBUTALINE|Terbutaline"	"Small molecule"	"4"	"225.29"	"145"	"639"	"1.52"	"72.72"	"4"	"4"	"0"	"3"	"N"	"0.63"	"9.11"	"9.65"	"0.7"	"-1.44"	"1"	"MOL"	"0"	"16"	"4"	"4"	"0"	"225.1365"	"BASE"	"C12H19NO3"	"CC(C)(C)NCC(O)c1cc(O)cc(O)c1"
"CHEMBL76370"	"TEGASEROD"	"HTF 919|SDZ-HTF-919|TEGASEROD|ZELMAC"	"Small molecule"	"4"	"301.39"	"24"	"105"	"2.81"	"85.29"	"3"	"4"	"0"	"7"	"N"	"0.27"	""	"9.65"	"3.22"	"2.72"	"2"	"MOL"	"0"	"22"	"6"	"4"	"0"	"301.1903"	"BASE"	"C16H23N5O"	"CCCCCNC(=N)N\N=C\c1c[nH]c2ccc(OC)cc12"
"CHEMBL58547"	"IPAMORELIN"	"IPAMORELIN"	"Protein"	"2"	"711.87"	"7"	"22"	"0.88"	"240.21"	"8"	"8"	"2"	"19"	"N"	"0.06"	"13.04"	"10.43"	"2.2"	"-1.38"	"4"	"BOTH"	"0"	"52"	"14"	"11"	"3"	"711.3857"	"BASE"	"C38H49N9O5"	"CC(C)(N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](Cc2ccc3ccccc3c2)C(=O)N[C@H](Cc4ccccc4)C(=O)N[C@@H](CCCCN)C(=O)N"
"CHEMBL1159"	"PINACIDIL"	"PINACIDIL"	"Small molecule"	"4"	"245.33"	"44"	"241"	"2.35"	"73.1"	"3"	"2"	"0"	"2"	"N"	"0.48"	""	"5.3"	"2.21"	"2.2"	"1"	"MOL"	"0"	"18"	"5"	"2"	"0"	"245.164"	"NEUTRAL"	"C13H19N5"	"CC(N\C(=N/C#N)\Nc1ccncc1)C(C)(C)C"
"CHEMBL429736"	"RETOSIBAN"	"GSK221149|GSK221149A|RETOSIBAN"	"Small molecule"	"3"	"494.59"	"12"	"29"	"2.04"	"104.98"	"6"	"1"	"0"	"6"	"N"	"0.66"	"13.07"	"0.92"	"2.42"	"2.42"	"2"	"MOL"	"0"	"36"	"9"	"1"	"0"	"494.2529"	"NEUTRAL"	"C27H34N4O5"	"CC[C@H](C)[C@H]1N([C@@H](C(=O)N2CCOCC2)c3coc(C)n3)C(=O)[C@H](NC1=O)C4Cc5ccccc5C4"
"CHEMBL398440"	"CHLOROXYLENOL"	"CHLOROXYLENOL"	"Small molecule"	"4"	"156.61"	"137"	"755"	"2.66"	"20.23"	"1"	"1"	"0"	"0"	"Y"	"0.61"	"9.76"	""	"3.38"	"3.38"	"1"	"MOL"	"0"	"10"	"1"	"1"	"0"	"156.0342"	"NEUTRAL"	"C8H9ClO"	"Cc1cc(O)cc(C)c1Cl"
"CHEMBL227875"	"PRETOMANID"	"PA-824|PRETOMANID"	"Small molecule"	"3"	"359.26"	"39"	"433"	"2.67"	"88.65"	"7"	"0"	"0"	"5"	"N"	"0.6"	""	""	"3.11"	"3.11"	"2"	"MOL"	"0"	"25"	"8"	"0"	"0"	"359.0729"	"NEUTRAL"	"C14H12F3N3O5"	"[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc3ccc(OC(F)(F)F)cc3"
"CHEMBL2042122"	"FLUTEMETAMOL F 18"	"FLUTEMETAMOL (18F)|FLUTEMETAMOL F 18|FLUTEMETAMOL F-18|Flutemetamol F18|VIZAMYL|[18F]-Flutemetamol F18|[18F]AH110690"	"Small molecule"	"4"	"273.32"	"1"	"4"	"3.85"	"45.15"	"4"	"2"	"0"	"2"	"N"	"0.75"	"8.36"	"1.24"	"3.29"	"3.24"	"3"	"MOL"	"0"	"19"	"3"	"2"	"0"	"274.0576"	"NEUTRAL"	"C14H11FN2OS"	"CNc1ccc(cc1[18F])c2nc3ccc(O)cc3s2"
"CHEMBL1234579"	"NITROUS OXIDE"	"ENTONOX|NITROGEN MONOXIDE|NITROUS OXIDE|Nitrous Oxide"	"Small molecule"	"4"	"44.01"	"3"	"22"	"0.34"	"51.21"	"2"	"0"	"0"	"0"	"Y"	"0.29"	""	""	"0.43"	"0.43"	"0"	"MOL"	"0"	"3"	"3"	"0"	"0"	"44.0011"	"NEUTRAL"	"N2O"	"[O-][N+]#N"
"CHEMBL1201155"	"LOXAPINE SUCCINATE"	"CL 71563|LOXAPAC|LOXAPINE|LOXAPINE SUCCINATE|LOXITANE"	"Small molecule"	"4"	"445.9"	"35"	"97"	"3.77"	"28.07"	"4"	"0"	"0"	"0"	"N"	"0.74"	""	"7.32"	"2.41"	"2.23"	"2"	"MOL"	"0"	"23"	"4"	"0"	"0"	"327.1138"	"NEUTRAL"	"C22H24ClN3O5"	"CN1CCN(CC1)C2=Nc3ccccc3Oc4ccc(Cl)cc24.OC(=O)CCC(=O)O"
"CHEMBL1200386"	"PREDNICARBATE"	"DERMATOP|DERMATOP E EMOLLIENT|HOE 777|PREDNICARBATE|S 77 0777|S-77 0777"	"Small molecule"	"4"	"488.58"	"7"	"22"	"3.7"	"116.2"	"8"	"1"	"0"	"6"	"N"	"0.56"	""	""	"2.83"	"2.83"	"0"	"MOL"	"0"	"35"	"8"	"1"	"0"	"488.241"	"NEUTRAL"	"C27H36O8"	"CCOC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)COC(=O)CC"
"CHEMBL3545330"	"MSX-122"	"MSX-122"	"Small molecule"	"1"	"292.35"	"1"	"1"	"2.49"	"75.62"	"6"	"2"	"0"	"6"	"N"	"0.73"	""	"3.82"	"1.41"	"1.41"	"3"	"MOL"	"0"	"22"	"6"	"2"	"0"	"292.1436"	"NEUTRAL"	"C16H16N6"	"C(Nc1ncccn1)c2ccc(CNc3ncccn3)cc2"
"CHEMBL62193"	"SULFADIMETHOXINE"	"MADRIBON|SULFADIMETHOXINE|SULPHADIMETHOXINE"	"Small molecule"	"4"	"310.34"	"131"	"566"	"0.88"	"116.43"	"7"	"2"	"0"	"5"	"N"	"0.79"	"6.21"	"3"	"0.73"	"-1.22"	"2"	"MOL"	"0"	"21"	"8"	"3"	"0"	"310.0736"	"ACID"	"C12H14N4O4S"	"COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1"
"CHEMBL284906"	"NICORANDIL"	"IKOREL|NICORANDIL|SG-75"	"Small molecule"	"4"	"211.18"	"29"	"60"	"0.02"	"94.36"	"5"	"1"	"0"	"5"	"N"	"0.42"	"12.7"	"3.49"	"0.74"	"0.74"	"1"	"MOL"	"0"	"15"	"7"	"1"	"0"	"211.0593"	"NEUTRAL"	"C8H9N3O4"	"[O-][N+](=O)OCCNC(=O)c1cccnc1"
"CHEMBL1372950"	"NICERGOLINE"	"NICERGOLINE|SERMION"	"Small molecule"	"4"	"484.39"	"11"	"23"	"3.91"	"56.59"	"6"	"0"	"0"	"4"	"N"	"0.53"	""	"6.33"	"2.72"	"2.69"	"3"	"MOL"	"0"	"31"	"6"	"0"	"0"	"483.1158"	"NEUTRAL"	"C24H26BrN3O3"	"CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc4cn(C)c5cccc2c45"
"CHEMBL866"	"MYCOPHENOLIC ACID"	"68618|MYCOPHENOLIC ACID|MYFORTIC|RS-61443 [AS MOFETIL]"	"Small molecule"	"4"	"320.34"	"264"	"982"	"2.73"	"93.06"	"5"	"2"	"0"	"6"	"N"	"0.62"	"4.71"	""	"3.84"	"1.17"	"1"	"MOL"	"0"	"23"	"6"	"2"	"0"	"320.126"	"ACID"	"C17H20O6"	"COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)O"
"CHEMBL1514"	"LEVOMETHADYL ACETATE"	"LAAM|LEVACETYLMETHADOL|LEVOMETHADYL ACETATE|Levomethadyl acetate"	"Small molecule"	"4"	"353.51"	"6"	"9"	"4.65"	"29.54"	"3"	"0"	"0"	"8"	"N"	"0.65"	""	"9.4"	"4.24"	"2.27"	"2"	"MOL"	"0"	"26"	"3"	"0"	"0"	"353.2355"	"BASE"	"C23H31NO2"	"CC[C@H](OC(=O)C)C(C[C@H](C)N(C)C)(c1ccccc1)c2ccccc2"
"CHEMBL1524273"	"PHTHALYLSULFATHIAZOLE"	"PHTHALYLSULFATHIAZOLE|PHTHALYLSULFHATHIAZOLE|PHTHALYLSULPHATHIAZOLE|SULFAPHTALYLTHIAZOL|THALAZOLE"	"Small molecule"	"4"	"403.44"	"14"	"39"	"2.89"	"125.46"	"6"	"3"	"0"	"6"	"N"	"0.58"	"3.4"	"1.76"	"0.8"	"-2.73"	"3"	"MOL"	"0"	"27"	"8"	"3"	"0"	"403.0297"	"ACID"	"C17H13N3O5S2"	"OC(=O)c1ccccc1C(=O)Nc2ccc(cc2)S(=O)(=O)Nc3nccs3"
"CHEMBL396778"	"SAFINAMIDE"	"EMD 1195686|SAFINAMIDE|XADAGO"	"Small molecule"	"4"	"302.35"	"8"	"55"	"2.37"	"64.35"	"3"	"2"	"0"	"7"	"N"	"0.83"	""	"7.07"	"2.2"	"2.13"	"2"	"MOL"	"0"	"22"	"4"	"3"	"0"	"302.1431"	"NEUTRAL"	"C17H19FN2O2"	"C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(=O)N"
"CHEMBL2106638"	"LOFEPRAMINE HYDROCHLORIDE"	"FEPRAPAX|GAMANIL|LOFEPRAMINE HYDROCHLORIDE|LOMONT|WHR-2908A"	"Small molecule"	"4"	"455.43"	"2"	"11"	"5.78"	"23.55"	"3"	"0"	"1"	"7"	"N"	"0.45"	""	"6.52"	"6.17"	"6.12"	"3"	"MOL"	"0"	"30"	"3"	"0"	"1"	"418.1812"	"NEUTRAL"	"C26H28Cl2N2O"	"Cl.CN(CCCN1c2ccccc2CCc3ccccc13)CC(=O)c4ccc(Cl)cc4"
"CHEMBL1315867"	"TERBUTALINE SULFATE"	"BRETHAIRE|BRETHINE|BRICANYL|BRICANYL SA|KWD 2019|MONOVENT|MONOVENT SA|TERBASMIN|TERBUTALINE SULFATE|TERBUTALINE SULPHATE"	"Small molecule"	"4"	"548.66"	"7"	"19"	"1.52"	"72.72"	"4"	"4"	"0"	"3"	"N"	"0.63"	"9.11"	"9.65"	"0.7"	"-1.44"	"1"	"MOL"	"0"	"16"	"4"	"4"	"0"	"225.1365"	"BASE"	"C24H40N2O10S"	"CC(C)(C)NCC(O)c1cc(O)cc(O)c1.CC(C)(C)NCC(O)c2cc(O)cc(O)c2.OS(=O)(=O)O"
"CHEMBL559180"	"ISOXSUPRINE HYDROCHLORIDE"	"DEFENCIN|DUVADILAN|DUVADILAN RET|ISOXSUPRINE HYDROCHLORIDE|Isoxsuprine hydrochloride|VASODILAN"	"Small molecule"	"4"	"337.85"	"12"	"26"	"2.87"	"61.72"	"4"	"3"	"0"	"7"	"N"	"0.74"	"9.96"	"8.41"	"2.8"	"1.76"	"2"	"MOL"	"0"	"22"	"4"	"3"	"0"	"301.1678"	"NEUTRAL"	"C18H24ClNO3"	"Cl.CC(COc1ccccc1)NC(C)C(O)c2ccc(O)cc2"
"CHEMBL566534"	"ARTEMETHER"	"ARTEMETHER|Artemetheri"	"Small molecule"	"4"	"298.38"	"142"	"849"	"2.84"	"46.15"	"5"	"0"	"0"	"1"	"N"	"0.7"	""	""	"2.82"	"2.82"	"0"	"MOL"	"0"	"21"	"5"	"0"	"0"	"298.178"	""	"C16H26O5"	"CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3"
"CHEMBL658"	"SUFENTANIL"	"R 30,730|SUFENTANIL|Sufentanil"	"Small molecule"	"4"	"386.56"	"15"	"75"	"4.21"	"32.78"	"4"	"0"	"0"	"8"	"N"	"0.68"	""	"7.89"	"3.95"	"3.56"	"2"	"MOL"	"0"	"27"	"4"	"0"	"0"	"386.2028"	"NEUTRAL"	"C22H30N2O2S"	"CCC(=O)N(c1ccccc1)C2(COC)CCN(CCc3cccs3)CC2"
"CHEMBL204021"	"DARAPLADIB"	"DARAPLADIB|SB-480848"	"Small molecule"	"3"	"666.79"	"12"	"80"	"7.22"	"58.44"	"6"	"0"	"2"	"13"	"N"	"0.09"	""	"9.03"	"5.12"	"3.59"	"4"	"MOL"	"0"	"47"	"6"	"0"	"2"	"666.2652"	"BASE"	"C36H38F4N4O2S"	"CCN(CC)CCN(Cc1ccc(cc1)c2ccc(cc2)C(F)(F)F)C(=O)CN3C4=C(CCC4)C(=O)N=C3SCc5ccc(F)cc5"
"CHEMBL1577"	"METHYCLOTHIAZIDE"	"AQUATENSEN|ENDURON|METHYCLOTHIAZIDE"	"Small molecule"	"4"	"360.24"	"11"	"56"	"0.6"	"109.57"	"5"	"2"	"0"	"2"	"N"	"0.75"	"9.29"	""	"1.42"	"1.42"	"1"	"MOL"	"0"	"20"	"7"	"3"	"0"	"358.9568"	"NEUTRAL"	"C9H11Cl2N3O4S2"	"CN1C(CCl)Nc2cc(Cl)c(cc2S1(=O)=O)S(=O)(=O)N"
"CHEMBL1201023"	"ORPHENADRINE HYDROCHLORIDE"	"BIORPHEN|DISIPAL|ORPHENADRINE (CHLORIDE)|ORPHENADRINE HYDROCHLORIDE|Orphenadrine (Chloride)|Orphenadrine hydrochloride"	"Small molecule"	"4"	"305.85"	"14"	"32"	"3.66"	"12.47"	"2"	"0"	"0"	"6"	"N"	"0.79"	""	"8.72"	"3.33"	"1.99"	"2"	"MOL"	"0"	"20"	"2"	"0"	"0"	"269.178"	"BASE"	"C18H24ClNO"	"Cl.CN(C)CCOC(c1ccccc1)c2ccccc2C"
"CHEMBL117287"	"PRUCALOPRIDE"	"PRUCALOPRIDE|R-093877|RESOLOR"	"Small molecule"	"4"	"367.88"	"6"	"41"	"2.09"	"76.82"	"5"	"2"	"0"	"6"	"N"	"0.59"	"13.65"	"8.23"	"0.61"	"-0.32"	"1"	"MOL"	"0"	"25"	"6"	"3"	"0"	"367.1663"	"NEUTRAL"	"C18H26ClN3O3"	"COCCCN1CCC(CC1)NC(=O)c2cc(Cl)c(N)c3CCOc23"
"CHEMBL363648"	"TAK-715"	"TAK-715"	"Small molecule"	"2"	"399.52"	"149"	"163"	"6"	"54.88"	"4"	"1"	"1"	"5"	"N"	"0.45"	"11.88"	"2.9"	"4.39"	"4.39"	"4"	"MOL"	"0"	"29"	"4"	"1"	"1"	"399.1405"	"NEUTRAL"	"C24H21N3OS"	"CCc1nc(c2cccc(C)c2)c(s1)c3ccnc(NC(=O)c4ccccc4)c3"
"CHEMBL240163"	"PAZUFLOXACIN"	"PAZUFLOXACIN"	"Small molecule"	"1"	"318.3"	"23"	"59"	"1.74"	"94.55"	"5"	"2"	"0"	"2"	"N"	"0.88"	"5.05"	"7.08"	"0.12"	"-2.45"	"2"	"MOL"	"0"	"23"	"6"	"3"	"0"	"318.1016"	"ACID"	"C16H15FN2O4"	"C[C@H]1COc2c3N1C=C(C(=O)O)C(=O)c3cc(F)c2C4(N)CC4"
"CHEMBL1703"	"METFORMIN HYDROCHLORIDE"	"BOLAMYN SR|DIAGEMET XL|FORTAMET|GLUCAMET 500|GLUCAMET 850|GLUCIENT SR|GLUCOPHAGE|GLUCOPHAGE SR|GLUCOPHAGE XR|GLUMETZA|GLYFORMIN|Janumet|LA-6023|LEDERMETIN|METABET SR|METFORMIN HYDROCHLORIDE|METSOL|MILFORM|ORABET|RIOMET|SUKKARTO SR"	"Small molecule"	"4"	"165.63"	"23"	"85"	"-1.03"	"88.99"	"2"	"4"	"0"	"0"	"N"	"0.25"	""	"12.25"	"-1.25"	"-3.24"	"0"	"MOL"	"0"	"9"	"5"	"5"	"0"	"129.1014"	"BASE"	"C4H12ClN5"	"Cl.CN(C)C(=N)N=C(N)N"
"CHEMBL414357"	"EXENATIDE"	"AC-2993|AC002993|AC2993A|BYDUREON|BYDUREON BCISE|BYDUREON PEN|BYETTA|EXENATIDE|EXENATIDE SYNTHETIC|Exenatide Synthetic|Exenatide synthetic"	"Protein"	"4"	"4186.64"	"11"	"70"	""	""	""	""	""	""	""	""	""	""	""	""	""	"BOTH"	"0"	""	""	""	""	"4184.0273"	""	"C184H282N50O60S"	"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc3cnc[nH]3)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)NCC(=O)NCC(=O)N6CCC[C@H]6C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N7CCC[C@H]7C(=O)N8CCC[C@H]8C(=O)N9CCC[C@H]9C(=O)N[C@@H](CO)C(=O)N"
"CHEMBL1200750"	"PROMETHAZINE HYDROCHLORIDE"	"MYMETHAZINE FORTIS|PHENERGAN|PHENERGAN NIGHTIME|PHENHALAL|PHENSEDYL|PROMETH FORTIS|PROMETH PLAIN|PROMETHACON|PROMETHAZINE|PROMETHAZINE HYDROCHLORIDE|PROMETHAZINE HYDROCHLORIDE PLAIN|PROMETHAZINE PLAIN|PROMETHEGAN|Q-MAZINE|REMSED|SARANTIHIST|SOMINEX|ZIPAN-25|ZIPAN-50"	"Small molecule"	"4"	"320.89"	"89"	"126"	"4.24"	"6.48"	"3"	"0"	"0"	"3"	"N"	"0.83"	""	"8.98"	"4.89"	"3.4"	"2"	"MOL"	"0"	"20"	"2"	"0"	"0"	"284.1347"	"BASE"	"C17H21ClN2S"	"Cl.CC(CN1c2ccccc2Sc3ccccc13)N(C)C"
